customerID,gender,State,Account length,Area code,Contract,International plan,Voice mail plan,Number vmail messages,Total day minutes,Total day calls,Total day charge,Total eve minutes,Total eve calls,Total eve charge,Total night minutes,Total night calls,Total night charge,Total intl minutes,Total intl calls,Total intl charge,Customer service calls,Churn,Churn value,Total Call duration,Complaints,PaperlessBilling,PaymentMethod,Recharge Frequency,Total_charge,Avg_Days_Between_Recharge,estimated_recharge_freq
2359-KMGLI,Male,NE,92,415,Month-to-month,No,No,0,181.4,98,30.84,164.5,98,13.98,171,110,7.69,10.9,4,2.94,2,FALSE,0,527.8,0,Yes,Electronic check,1.11,55.45,108.2055906,0.27725
3780-DDGSE,Male,WY,146,415,Month-to-month,No,Yes,11,180.7,82,30.72,173.7,90,14.76,231.5,89,10.42,10.1,4,2.73,2,FALSE,0,596,0,Yes,Electronic check,1.17,58.63,102.3366877,0.29315
4431-EDMIQ,Female,WV,152,510,Month-to-month,Yes,Yes,41,146.8,128,24.96,285.6,96,24.28,213.6,80,9.61,4.3,2,1.16,1,TRUE,1,650.3,0,Yes,Electronic check,1.2,60.01,99.98333611,0.30005
0306-JAELE,Male,MS,189,415,Month-to-month,No,No,0,227.8,124,38.73,169.5,112,14.41,201.1,91,9.05,5.6,4,1.51,3,FALSE,0,604,0,Yes,Electronic check,1.27,63.7,94.19152276,0.3185
6227-HWPWX,Female,OH,95,415,Month-to-month,No,Yes,23,160.3,87,27.25,202.4,101,17.2,191.1,122,8.6,7.4,3,2,0,FALSE,0,561.2,0,No,Bank transfer (automatic),1.1,55.05,108.9918256,0.27525
0486-LGCCH,Male,AK,1,408,Two year,No,No,0,175.2,74,29.78,151.7,79,12.89,230.5,109,10.37,5.3,3,1.43,1,FALSE,0,562.7,0,No,Mailed check,1.09,54.47,110.1523775,0.27235
0447-BEMNG,Female,IN,141,415,Month-to-month,No,Yes,39,116.9,127,19.87,276.5,88,23.5,289.9,125,13.05,12.3,2,3.32,0,FALSE,0,695.6,0,Yes,Bank transfer (automatic),1.19,59.74,100.4352193,0.2987
4612-SSVHJ,Female,WA,111,510,Month-to-month,No,No,0,152.2,114,25.87,137.2,102,11.66,185.9,97,8.37,9.8,3,2.65,0,FALSE,0,485.1,0,Yes,Electronic check,0.97,48.55,123.5839341,0.24275
5168-MQQCA,Female,RI,143,408,One year,No,No,0,167.8,72,28.53,211,99,17.94,153.5,109,6.91,10.5,6,2.84,4,TRUE,1,542.8,1,Yes,Bank transfer (automatic),1.12,56.22,106.7235859,0.2811
5949-XIKAE,Female,AL,148,415,Month-to-month,No,Yes,21,262.9,135,44.69,149.5,96,12.71,140.5,109,6.32,8.1,4,2.19,1,FALSE,0,561,0,Yes,Electronic check,1.32,65.91,91.03322713,0.32955
7971-HLVXI,Male,MT,143,408,Two year,No,Yes,22,141.8,116,24.11,167.3,99,14.22,178.1,130,8.01,7.8,3,2.11,1,FALSE,0,495,0,Yes,Credit card (automatic),0.97,48.45,123.8390093,0.24225
9094-AZPHK,Female,NM,90,415,Month-to-month,No,No,0,167.5,96,28.48,139.1,104,11.82,138.4,87,6.23,13,1,3.51,1,FALSE,0,458,0,Yes,Electronic check,1,50.04,119.9040767,0.2502
3649-JPUGY,Male,OH,169,408,Two year,No,No,0,147.2,115,25.02,161.9,123,13.76,142.1,103,6.39,7.2,6,1.94,3,FALSE,0,458.4,0,Yes,Bank transfer (automatic),0.94,47.11,127.3614944,0.23555
4472-LVYGI,Female,LA,53,415,Two year,No,No,0,145.1,116,24.67,233.7,82,19.86,208.7,95,9.39,7.9,5,2.13,2,FALSE,0,595.4,0,Yes,Bank transfer (automatic),1.12,56.05,107.0472792,0.28025
8372-JUXUI,Male,MO,15,415,Month-to-month,No,No,0,135.2,101,22.98,152.5,79,12.96,224.8,83,10.12,8.4,5,2.27,2,FALSE,0,520.9,0,Yes,Electronic check,0.97,48.33,124.1464929,0.24165
3552-CTCYF,Male,DC,123,408,Two year,No,Yes,28,124.7,105,21.2,250.4,78,21.28,216.4,128,9.74,7.8,8,2.11,1,FALSE,0,599.3,0,Yes,Bank transfer (automatic),1.09,54.33,110.4362231,0.27165
6778-YSNIH,Female,TN,95,510,Month-to-month,No,No,0,174,57,29.58,281.1,118,23.89,197.2,94,8.87,9.7,2,2.62,0,FALSE,0,662,0,Yes,Electronic check,1.3,64.96,92.36453202,0.3248
0388-EOPEX,Female,WA,82,510,Month-to-month,No,No,0,265.2,122,45.08,178.7,102,15.19,174.7,90,7.86,10.7,9,2.89,2,FALSE,0,629.3,0,Yes,Electronic check,1.42,71.02,84.48324416,0.3551
5756-OZRIO,Male,RI,180,415,One year,No,No,0,143.3,134,24.36,180.5,113,15.34,184.2,87,8.29,10.1,4,2.73,1,FALSE,0,518.1,0,No,Bank transfer (automatic),1.01,50.72,118.29653,0.2536
6579-JPICP,Male,RI,125,408,Month-to-month,No,No,0,113,108,19.21,169.2,107,14.38,156.6,61,7.05,9.2,5,2.48,2,TRUE,1,448,0,No,Mailed check,0.86,43.12,139.1465677,0.2156
8205-OTCHB,Male,OR,138,415,One year,Yes,Yes,28,211.2,117,35.9,312.5,98,26.56,178,118,8.01,10.7,2,2.89,3,TRUE,1,712.4,0,Yes,Bank transfer (automatic),1.47,73.36,81.78844057,0.3668
4134-BSXLX,Male,MA,90,408,Month-to-month,No,No,0,157.9,72,26.84,234,93,19.89,210,86,9.45,12.2,5,3.29,2,FALSE,0,614.1,0,No,Mailed check,1.19,59.47,100.8912056,0.29735
0505-SPOOW,Female,NC,190,408,Two year,No,No,0,182.2,101,30.97,212.3,95,18.05,233,123,10.49,9.3,4,2.51,2,FALSE,0,636.8,0,No,Bank transfer (automatic),1.24,62.02,96.74298613,0.3101
6235-VDHOM,Female,IA,143,510,Month-to-month,No,Yes,33,141.4,130,24.04,186.4,114,15.84,210,111,9.45,7.7,6,2.08,1,FALSE,0,545.5,0,No,Electronic check,1.03,51.41,116.7088115,0.25705
7783-YKGDV,Female,IL,183,510,Month-to-month,No,No,0,108.3,87,18.41,183.6,116,15.61,176.6,109,7.95,13.5,2,3.65,0,FALSE,0,482,0,Yes,Bank transfer (automatic),0.91,45.62,131.5212626,0.2281
4374-YMUSQ,Male,KY,58,415,One year,No,No,0,247.2,116,42.02,303.7,103,25.81,105.4,94,4.74,9.3,2,2.51,2,TRUE,1,665.6,0,No,Credit card (automatic),1.5,75.08,79.91475759,0.3754
4513-CXYIX,Female,TN,123,415,Two year,No,No,0,166.9,98,28.37,221.8,77,18.85,243.9,114,10.98,12.8,4,3.46,3,FALSE,0,645.4,0,Yes,Credit card (automatic),1.23,61.66,97.30781706,0.3083
3957-HHLMR,Female,GA,155,510,One year,No,No,0,71.2,90,12.1,304.4,119,25.87,183.3,103,8.25,8.6,4,2.32,0,FALSE,0,567.5,0,No,Bank transfer (automatic),0.97,48.54,123.6093943,0.2427
7803-XOCCZ,Female,MN,53,415,Month-to-month,No,No,0,164.1,106,27.9,206,56,17.51,194.7,124,8.76,11.4,2,3.08,1,FALSE,0,576.2,0,Yes,Bank transfer (automatic),1.14,57.25,104.8034934,0.28625
5736-YEJAX,Male,MT,101,415,Two year,No,No,0,154.4,130,26.25,217.2,101,18.46,185.4,52,8.34,13.9,4,3.75,1,FALSE,0,570.9,0,Yes,Credit card (automatic),1.14,56.8,105.6338028,0.284
5609-CEBID,Female,ND,122,408,Month-to-month,No,No,0,231.2,141,39.3,267.8,136,22.76,240.3,100,10.81,8.8,5,2.38,1,TRUE,1,748.1,0,Yes,Electronic check,1.5,75.25,79.73421927,0.37625
8981-FJGLA,Male,VA,163,415,Month-to-month,No,No,0,202.9,100,34.49,178.6,46,15.18,203.8,116,9.17,12.8,3,3.46,5,FALSE,0,598.1,1,Yes,Mailed check,1.25,62.3,96.3081862,0.3115
7218-HKQFK,Male,ND,120,415,Month-to-month,No,No,0,177.2,88,30.12,270.4,99,22.98,231.5,90,10.42,14,2,3.78,2,FALSE,0,693.1,0,Yes,Electronic check,1.35,67.3,89.15304606,0.3365
4636-QRJKY,Female,TN,196,415,Month-to-month,No,No,0,133.1,80,22.63,206.5,120,17.55,221.6,96,9.97,10.3,8,2.78,1,FALSE,0,571.5,0,Yes,Electronic check,1.06,52.93,113.3572643,0.26465
1135-LMECX,Female,NE,147,415,Month-to-month,No,Yes,38,243.4,126,41.38,273.8,109,23.27,282.9,91,12.73,14.1,8,3.81,2,FALSE,0,814.2,0,No,Mailed check,1.62,81.19,73.90072669,0.40595
4332-MUOEZ,Male,IN,81,408,One year,No,Yes,46,168.3,124,28.61,270.9,103,23.03,222.5,98,10.01,6.7,2,1.81,4,FALSE,0,668.4,1,No,Credit card (automatic),1.27,63.46,94.54774661,0.3173
8535-SFUTN,Male,OR,165,415,Month-to-month,No,Yes,33,111.6,140,18.97,213.3,111,18.13,267.6,115,12.04,16,3,4.32,0,FALSE,0,608.5,0,Yes,Electronic check,1.07,53.46,112.2334456,0.2673
5956-VKDTT,Female,TN,115,415,Month-to-month,No,No,0,206.2,113,35.05,176.4,102,14.99,297.1,119,13.37,11,7,2.97,1,FALSE,0,690.7,0,Yes,Electronic check,1.33,66.38,90.38867129,0.3319
8677-HDZEE,Female,TX,90,408,Month-to-month,No,Yes,27,156.7,51,26.64,236.5,118,20.1,123.2,111,5.54,12.6,6,3.4,2,FALSE,0,529,0,Yes,Bank transfer (automatic),1.11,55.68,107.7586207,0.2784
2475-MROZF,Male,TN,37,415,Month-to-month,No,No,0,221,126,37.57,204.5,110,17.38,118,98,5.31,6.8,3,1.84,4,FALSE,0,550.3,1,Yes,Credit card (automatic),1.24,62.1,96.61835749,0.3105
9412-GHEEC,Male,NC,76,510,Month-to-month,No,No,0,165.7,94,28.17,257.4,80,21.88,170.8,114,7.69,10,4,2.7,1,FALSE,0,603.9,0,No,Bank transfer (automatic),1.21,60.44,99.27200529,0.3022
3482-ABPKK,Female,MT,109,510,One year,No,No,0,154.8,82,26.32,287.7,109,24.45,208.4,80,9.38,5.9,9,1.59,3,FALSE,0,656.8,0,No,Mailed check,1.23,61.74,97.18172983,0.3087
6705-LXORM,Female,HI,105,510,Month-to-month,No,No,0,125.4,116,21.32,261.5,95,22.23,241.6,104,10.87,11.4,9,3.08,2,FALSE,0,639.9,0,No,Electronic check,1.15,57.5,104.3478261,0.2875
0257-ZESQC,Female,MI,74,415,Month-to-month,No,No,0,124.8,114,21.22,133,121,11.31,160.3,85,7.21,10.6,7,2.86,3,FALSE,0,428.7,0,Yes,Bank transfer (automatic),0.85,42.6,140.8450704,0.213
7531-GQHME,Male,AL,76,415,Month-to-month,No,No,0,179.2,85,30.46,222.9,66,18.95,188.2,113,8.47,12.4,2,3.35,0,FALSE,0,602.7,0,No,Credit card (automatic),1.22,61.23,97.99118079,0.30615
5174-ITUMV,Male,CT,116,415,One year,No,No,0,245.9,73,41.8,240.1,87,20.41,158.7,89,7.14,8.9,5,2.4,3,FALSE,0,653.6,0,Yes,Electronic check,1.44,71.75,83.62369338,0.35875
4109-CYRBD,Male,UT,138,510,Month-to-month,No,No,0,205.9,96,35,257.1,94,21.85,209,63,9.4,12.1,8,3.27,0,FALSE,0,684.1,0,Yes,Electronic check,1.39,69.52,86.30609896,0.3476
0913-XWSCN,Male,DC,102,415,Month-to-month,No,No,0,186.8,92,31.76,173.7,123,14.76,250.9,131,11.29,9.7,4,2.62,2,FALSE,0,621.1,0,No,Bank transfer (automatic),1.21,60.43,99.2884329,0.30215
6825-UYPFK,Female,UT,164,510,Month-to-month,No,No,0,192.1,95,32.66,249.8,94,21.23,132.6,100,5.97,7.3,3,1.97,3,FALSE,0,581.8,0,No,Bank transfer (automatic),1.24,61.83,97.04027171,0.30915
8397-MVTAZ,Male,MN,125,415,Month-to-month,No,No,0,240.7,82,40.92,269.4,85,22.9,187.1,74,8.42,10.1,3,2.73,0,TRUE,1,707.3,0,Yes,Electronic check,1.5,74.97,80.03201281,0.37485
0750-EBAIU,Male,SC,209,510,One year,No,No,0,255.1,124,43.37,230.6,110,19.6,218,69,9.81,8.5,5,2.3,3,TRUE,1,712.2,0,No,Electronic check,1.5,75.08,79.91475759,0.3754
8606-CIQUL,Male,NH,116,408,Two year,No,Yes,24,183.6,138,31.21,203.8,90,17.32,166.9,89,7.51,6,3,1.62,2,FALSE,0,560.3,0,Yes,Credit card (automatic),1.15,57.66,104.0582726,0.2883
3571-DPYUH,Male,MD,189,415,One year,No,Yes,30,155.2,116,26.38,195.5,50,16.62,170.1,108,7.65,15.4,6,4.16,1,FALSE,0,536.2,0,Yes,Credit card (automatic),1.1,54.81,109.469075,0.27405
7601-GNDYK,Male,OK,84,510,Two year,No,No,0,203.4,125,34.58,182.9,88,15.55,213.7,121,9.62,13.8,2,3.73,1,FALSE,0,613.8,0,No,Mailed check,1.27,63.48,94.51795841,0.3174
0356-OBMAC,Female,NJ,182,415,Two year,No,No,0,279.1,124,47.45,180.5,108,15.34,217.5,104,9.79,9.5,11,2.57,2,TRUE,1,686.6,0,Yes,Bank transfer (automatic),1.5,75.15,79.84031936,0.37575
8067-NIOYM,Female,HI,171,510,Two year,No,No,0,189.8,122,32.27,173.7,85,14.76,257.1,84,11.57,10.3,1,2.78,0,FALSE,0,630.9,0,Yes,Credit card (automatic),1.23,61.38,97.75171065,0.3069
1403-GYAFU,Male,DE,90,415,Two year,No,No,0,198.5,124,33.75,266.6,100,22.66,243.3,80,10.95,8,7,2.16,2,FALSE,0,716.4,0,No,Credit card (automatic),1.39,69.52,86.30609896,0.3476
4234-XTNEA,Male,AL,117,510,Month-to-month,No,No,0,158.7,84,26.98,181.7,91,15.44,177.3,67,7.98,7.7,10,2.08,2,FALSE,0,525.4,0,Yes,Electronic check,1.05,52.48,114.3292683,0.2624
1297-VQDRP,Male,KS,186,510,One year,No,No,0,137.8,97,23.43,187.7,118,15.95,146.4,85,6.59,8.7,6,2.35,1,FALSE,0,480.6,0,Yes,Credit card (automatic),0.97,48.32,124.1721854,0.2416
9282-IZGQK,Female,AK,55,408,Month-to-month,No,Yes,39,139.3,101,23.68,178.3,117,15.16,246.5,104,11.09,8.1,1,2.19,3,FALSE,0,572.2,0,Yes,Electronic check,1.04,52.12,115.1189563,0.2606
5348-CAGXB,Male,WI,74,408,Month-to-month,No,No,0,177.4,136,30.16,240.3,104,20.43,237.3,133,10.68,12,3,3.24,0,FALSE,0,667,0,Yes,Electronic check,1.29,64.51,93.00883584,0.32255
0621-HJWXJ,Female,IN,130,408,Month-to-month,No,No,0,115.6,129,19.65,167.8,104,14.26,141.8,124,6.38,12.6,9,3.4,1,FALSE,0,437.8,0,Yes,Bank transfer (automatic),0.87,43.69,137.3311971,0.21845
5844-QVTAT,Female,DC,80,408,One year,No,No,0,51.5,90,8.76,164,98,13.94,169.4,80,7.62,9.5,4,2.57,3,FALSE,0,394.4,0,Yes,Mailed check,0.66,32.89,182.4262694,0.16445
8905-IAZPF,Female,MS,120,415,One year,No,No,0,131.7,99,22.39,163.1,109,13.86,201.1,116,9.05,10.7,3,2.89,1,FALSE,0,506.6,0,Yes,Credit card (automatic),0.96,48.19,124.5071592,0.24095
5394-MEITZ,Female,NH,84,408,Two year,No,Yes,30,106.5,65,18.11,225.7,108,19.18,188.6,61,8.49,5.7,3,1.54,2,FALSE,0,526.5,0,Yes,Bank transfer (automatic),0.95,47.32,126.7962806,0.2366
6859-QNXIQ,Female,NJ,134,510,Two year,No,Yes,34,247.2,105,42.02,225.5,133,19.17,186.3,76,8.38,6.1,5,1.65,2,TRUE,1,665.1,0,Yes,Bank transfer (automatic),1.42,71.22,84.24599832,0.3561
2782-LFZVW,Female,VT,68,415,Month-to-month,No,No,0,158.8,119,27,211.8,105,18,198.1,101,8.91,10.3,3,2.78,1,FALSE,0,579,0,Yes,Mailed check,1.13,56.69,105.8387723,0.28345
2866-IKBTM,Female,MD,119,408,Month-to-month,No,No,0,239.1,88,40.65,243.5,79,20.7,230.9,92,10.39,10.9,3,2.94,3,TRUE,1,724.4,0,No,Mailed check,1.49,74.68,80.34279593,0.3734
1342-JPNKI,Male,KS,166,415,Month-to-month,Yes,Yes,28,175.8,126,29.89,253.6,76,21.56,128.5,72,5.78,11.4,5,3.08,1,FALSE,0,569.3,0,Yes,Bank transfer (automatic),1.21,60.31,99.48598906,0.30155
2817-NTQDO,Male,NH,90,415,Month-to-month,No,Yes,42,193.3,66,32.86,263.3,85,22.38,214.4,97,9.65,11.1,4,3,0,FALSE,0,682.1,0,Yes,Credit card (automatic),1.36,67.89,88.37825895,0.33945
7129-AZJDE,Male,AZ,82,415,One year,No,Yes,33,137.8,95,23.43,235.5,128,20.02,268.1,70,12.06,11,6,2.97,2,FALSE,0,652.4,0,Yes,Bank transfer (automatic),1.17,58.48,102.5991792,0.2924
6986-IJDHX,Male,ID,130,415,Month-to-month,No,No,0,263.7,113,44.83,186.5,103,15.85,195.3,99,8.79,18.3,6,4.94,1,TRUE,1,663.8,0,Yes,Mailed check,1.49,74.41,80.63432334,0.37205
2560-PPCHE,Female,TX,130,408,One year,No,No,0,252,101,42.84,170.2,105,14.47,209.2,64,9.41,5.7,5,1.54,0,FALSE,0,637.1,0,Yes,Bank transfer (automatic),1.37,68.26,87.89920891,0.3413
4676-MQUEA,Male,RI,155,408,One year,Yes,No,0,163.1,94,27.73,291.7,108,24.79,96.4,111,4.34,11.2,3,3.02,0,FALSE,0,562.4,0,Yes,Bank transfer (automatic),1.2,59.88,100.2004008,0.2994
8138-EALND,Male,OR,81,415,Month-to-month,No,No,0,324.7,48,55.2,236.4,82,20.09,187.6,78,8.44,13.1,5,3.54,0,TRUE,1,761.8,0,No,Mailed check,1.75,87.27,68.7521485,0.43635
3580-HYCSP,Male,NC,75,408,Two year,No,No,0,203.3,70,34.56,228.9,97,19.46,222.2,118,10,14.3,3,3.86,1,FALSE,0,668.7,0,Yes,Bank transfer (automatic),1.36,67.88,88.39127873,0.3394
1352-HNSAW,Female,NM,178,415,Two year,No,Yes,35,175.4,88,29.82,190,65,16.15,138.7,94,6.24,10.5,3,2.84,2,FALSE,0,514.6,0,Yes,Bank transfer (automatic),1.1,55.05,108.9918256,0.27525
2075-PUEPR,Male,SC,112,415,Two year,No,No,0,266,97,45.22,214.6,94,18.24,306.2,100,13.78,14.2,2,3.83,2,TRUE,1,801,0,No,Bank transfer (automatic),1.62,81.07,74.01011472,0.40535
1982-FEBTD,Female,AZ,100,510,Two year,No,No,0,78.7,98,13.38,225.6,102,19.18,150.4,106,6.77,14,8,3.78,0,FALSE,0,468.7,0,Yes,Credit card (automatic),0.86,43.11,139.1788448,0.21555
5301-GAUUY,Male,WV,104,415,Month-to-month,No,No,0,225.9,123,38.4,162.8,106,13.84,272.1,85,12.24,10.1,4,2.73,1,FALSE,0,670.9,0,Yes,Bank transfer (automatic),1.34,67.21,89.2724297,0.33605
5791-KAJFD,Female,NY,160,408,One year,No,No,0,216.8,77,36.86,207.3,117,17.62,228.6,117,10.29,5.6,2,1.51,1,FALSE,0,658.3,0,Yes,Bank transfer (automatic),1.33,66.28,90.52504526,0.3314
2654-VBVPB,Female,WV,87,415,Month-to-month,No,No,0,58,125,9.86,67.5,116,5.74,185.9,136,8.37,11.5,3,3.11,0,FALSE,0,322.9,0,No,Bank transfer (automatic),0.54,27.08,221.5657312,0.1354
1154-HYWWO,Male,NM,81,415,One year,No,No,0,173.2,80,29.44,236.2,94,20.08,240.2,84,10.81,11.8,6,3.19,2,FALSE,0,661.4,0,No,Mailed check,1.27,63.52,94.45843829,0.3176
2501-XWWTZ,Male,ME,28,415,Month-to-month,No,No,0,236.8,102,40.26,167.1,87,14.2,280.2,115,12.61,9.7,3,2.62,3,FALSE,0,693.8,0,No,Electronic check,1.39,69.69,86.09556608,0.34845
3716-UVSPD,Male,WI,95,408,Month-to-month,No,No,0,237.3,83,40.34,154,65,13.09,237,105,10.67,11.2,6,3.02,1,FALSE,0,639.5,0,Yes,Electronic check,1.34,67.12,89.39213349,0.3356
6815-ABQFQ,Male,NJ,35,408,One year,No,No,0,158.6,67,26.96,130.4,96,11.08,229.8,80,10.34,6.9,5,1.86,2,FALSE,0,525.7,0,Yes,Electronic check,1,50.24,119.4267516,0.2512
7343-EOBEU,Male,WY,134,510,Month-to-month,No,No,0,296,93,50.32,226.4,117,19.24,246.8,98,11.11,12.3,10,3.32,0,TRUE,1,781.5,0,Yes,Mailed check,1.68,83.99,71.43707584,0.41995
3701-SFMUH,Male,AR,185,415,Month-to-month,No,Yes,19,157.3,123,26.74,257.7,94,21.9,190.4,107,8.57,9.6,6,2.59,0,FALSE,0,615,0,No,Credit card (automatic),1.2,59.8,100.3344482,0.299
6103-LIANB,Male,PA,85,408,Two year,No,No,0,144.4,88,24.55,264.6,105,22.49,185.4,94,8.34,9.9,3,2.67,1,FALSE,0,604.3,0,Yes,Credit card (automatic),1.16,58.05,103.3591731,0.29025
7319-VENRZ,Male,TN,148,415,Month-to-month,No,Yes,36,77.6,141,13.19,207,60,17.6,255.7,115,11.51,10.9,2,2.94,1,FALSE,0,551.2,0,No,Bank transfer (automatic),0.9,45.24,132.6259947,0.2262
5846-NEQVZ,Male,CT,134,408,Two year,No,Yes,32,80.3,94,13.65,199.9,124,16.99,170.8,117,7.69,16.6,3,4.48,0,FALSE,0,467.6,0,Yes,Credit card (automatic),0.86,42.81,140.1541696,0.21405
6967-QIQRV,Male,MA,80,408,One year,No,Yes,36,190.3,115,32.35,256.6,78,21.81,214.9,145,9.67,3.8,4,1.03,1,FALSE,0,665.6,0,No,Electronic check,1.3,64.86,92.50693802,0.3243
5781-RFZRP,Male,OH,165,510,Two year,No,No,0,209.4,67,35.6,273.8,89,23.27,150.2,88,6.76,12.8,1,3.46,0,FALSE,0,646.2,0,No,Credit card (automatic),1.38,69.09,86.84324794,0.34545
0939-YAPAF,Female,KS,65,415,Month-to-month,No,Yes,34,208.8,119,35.5,142.1,106,12.08,214.6,87,9.66,12.5,4,3.38,4,FALSE,0,578,1,Yes,Electronic check,1.21,60.62,98.97723524,0.3031
0308-IVGOK,Female,OK,104,415,One year,No,No,0,113.6,87,19.31,158.6,98,13.48,187.7,87,8.45,10.5,6,2.84,2,FALSE,0,470.4,0,Yes,Credit card (automatic),0.88,44.08,136.1161525,0.2204
7293-LSCDV,Female,UT,44,415,Two year,No,No,0,202.6,89,34.44,163,96,13.86,268.1,151,12.06,8.3,3,2.24,0,FALSE,0,642,0,Yes,Credit card (automatic),1.25,62.6,95.84664537,0.313
7025-WCBNE,Male,OH,162,415,Two year,No,No,0,135.2,98,22.98,242,107,20.57,246.9,96,11.11,10.2,2,2.75,2,FALSE,0,634.3,0,No,Bank transfer (automatic),1.15,57.41,104.5114092,0.28705
5756-JYOJT,Female,WA,96,415,One year,No,No,0,276.9,105,47.07,246.9,94,20.99,254.4,107,11.45,10.3,3,2.78,1,TRUE,1,788.5,0,No,Credit card (automatic),1.65,82.29,72.91286912,0.41145
4710-FDUIZ,Male,IN,72,510,One year,No,No,0,287.4,116,48.86,235.3,126,20,292.1,114,13.14,5,3,1.35,4,TRUE,1,819.8,1,No,Credit card (automatic),1.67,83.35,71.98560288,0.41675
6030-REHUX,Female,NE,31,415,Month-to-month,No,No,0,97.5,129,16.58,260.4,78,22.13,88.7,100,3.99,7,5,1.89,1,FALSE,0,453.6,0,Yes,Electronic check,0.89,44.59,134.5593182,0.22295
9548-LIGTA,Male,AL,72,415,Two year,No,No,0,166.5,102,28.31,261,103,22.19,262.7,85,11.82,13.3,5,3.59,0,FALSE,0,703.5,0,Yes,Mailed check,1.32,65.91,91.03322713,0.32955
5150-LJNSR,Male,PA,136,408,One year,No,No,0,102.1,75,17.36,219.5,97,18.66,73.7,92,3.32,9.8,5,2.65,0,FALSE,0,405.1,0,No,Bank transfer (automatic),0.84,41.99,142.8911646,0.20995
8270-RKSAP,Male,OR,82,415,Month-to-month,No,Yes,19,146.5,73,24.91,246.4,65,20.94,199,114,8.96,4.1,4,1.11,1,FALSE,0,596,0,Yes,Electronic check,1.12,55.92,107.2961373,0.2796
6522-YRBXD,Male,MN,155,408,Month-to-month,Yes,No,0,250.8,146,42.64,152.5,105,12.96,148.1,104,6.66,10,5,2.7,2,FALSE,0,561.4,0,Yes,Electronic check,1.3,64.96,92.36453202,0.3248
2640-LYMOV,Male,GA,136,415,Month-to-month,No,No,0,163.4,83,27.78,249.3,119,21.19,249.7,90,11.24,9.8,4,2.65,7,FALSE,0,672.2,1,Yes,Mailed check,1.26,62.86,95.45020681,0.3143
1218-VKFPE,Female,TX,57,415,Month-to-month,No,No,0,161,113,27.37,208,134,17.68,208.1,81,9.36,8.4,4,2.27,3,FALSE,0,585.5,0,No,Mailed check,1.13,56.68,105.8574453,0.2834
3627-FHKBK,Female,NM,112,415,Month-to-month,No,No,0,81.6,94,13.87,268.1,112,22.79,140.8,75,6.34,8.6,18,2.32,1,FALSE,0,499.1,0,No,Mailed check,0.91,45.32,132.39188,0.2266
2865-TCHJW,Female,NC,95,408,Month-to-month,No,No,0,128.6,115,21.86,216.2,88,18.38,255.3,96,11.49,6.3,2,1.7,6,TRUE,1,606.4,1,Yes,Electronic check,1.07,53.43,112.2964627,0.26715
1423-BMPBQ,Female,ID,113,415,Month-to-month,No,Yes,30,183.8,102,31.25,183.4,123,15.59,235,52,10.58,11.6,7,3.13,0,FALSE,0,613.8,0,Yes,Mailed check,1.21,60.55,99.09165979,0.30275
2393-DIVAI,Female,WI,103,415,Month-to-month,No,No,0,180.2,134,30.63,97.7,85,8.3,181.7,134,8.18,8.4,3,2.27,1,FALSE,0,468,0,Yes,Mailed check,0.99,49.38,121.5066829,0.2469
5192-EBGOV,Female,SC,149,415,Month-to-month,No,Yes,20,147.8,132,25.13,276.8,94,23.53,149.9,110,6.75,10.2,6,2.75,0,FALSE,0,584.7,0,Yes,Electronic check,1.16,58.16,103.1636864,0.2908
4568-KNYWR,Male,NV,116,408,Two year,No,No,0,110.9,54,18.85,213.4,82,18.14,186.2,116,8.38,7.9,2,2.13,2,FALSE,0,518.4,0,Yes,Credit card (automatic),0.95,47.5,126.3157895,0.2375
8752-IMQOS,Male,NE,95,510,One year,No,No,0,58.2,96,9.89,202.1,126,17.18,210.5,97,9.47,10.4,5,2.81,0,FALSE,0,481.2,0,No,Mailed check,0.79,39.35,152.4777637,0.19675
0742-LAFQK,Male,UT,201,510,Two year,No,No,0,212.7,72,36.16,225.2,90,19.14,195.1,99,8.78,7,6,1.89,1,FALSE,0,640,0,Yes,Electronic check,1.32,65.97,90.95043201,0.32985
0795-LAFGP,Male,HI,150,415,Two year,No,No,0,214,117,36.38,192.4,89,16.35,242.6,99,10.92,7.9,4,2.13,1,FALSE,0,656.9,0,No,Electronic check,1.32,65.78,91.21313469,0.3289
0619-OLYUR,Male,MI,108,408,Two year,Yes,No,0,115.1,114,19.57,211.3,70,17.96,136.1,85,6.12,13.8,3,3.73,2,TRUE,1,476.3,0,Yes,Credit card (automatic),0.95,47.38,126.6357113,0.2369
5512-IDZEI,Male,MO,101,415,One year,Yes,No,0,156.4,116,26.59,130.4,114,11.08,207.3,109,9.33,7.3,5,1.97,1,FALSE,0,501.4,0,No,Electronic check,0.98,48.97,122.5239943,0.24485
0459-SPZHJ,Male,AL,182,415,Two year,No,Yes,24,128.1,104,21.78,143.4,127,12.19,191,98,8.59,11.6,3,3.13,1,FALSE,0,474.1,0,No,Credit card (automatic),0.91,45.69,131.3197636,0.22845
0215-BQKGS,Male,VT,128,408,Month-to-month,No,No,0,227.9,130,38.74,302.6,71,25.72,191.5,82,8.62,5.5,7,1.49,1,TRUE,1,727.5,0,Yes,Credit card (automatic),1.49,74.57,80.46131152,0.37285
